date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:29:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2009%20Aug%202025%2005:19:37%20GMT	https://meta.wikimedia.org/	C:/My%20Web%20Sites/ktownwiki/meta.wikimedia.org/index.html	(from )
13:29:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2009%20Aug%202025%2005:29:03%20GMT	https://en.wikipedia.org/wiki/auth.wikimedia.org	C:/My%20Web%20Sites/ktownwiki/en.wikipedia.org/wiki/auth.wikimedia.9.delayed	(from )
13:29:02	13444/13444	--FM--	200	added ('OK')	image/png		file://C:/Users/Sam/Desktop/Karratha,%20Western%20Australia%20-%20Wikipedia_files/wikipedia.png	C:/My%20Web%20Sites/ktownwiki/file/C_/Users/Sam/Desktop/Karratha,%20Western%20Australia%20-%20Wikipedia_files/wikipedia.png	(from )
13:29:02	6170/6170	--FM--	200	added ('OK')	image/svg+xml		file://C:/Users/Sam/Desktop/Karratha,%20Western%20Australia%20-%20Wikipedia_files/wikipedia-wordmark-en.svg	C:/My%20Web%20Sites/ktownwiki/file/C_/Users/Sam/Desktop/Karratha,%20Western%20Australia%20-%20Wikipedia_files/wikipedia-wordmark-en.svg	(from )
13:29:02	9444/9444	--FM--	200	added ('OK')	image/svg+xml		file://C:/Users/Sam/Desktop/Karratha,%20Western%20Australia%20-%20Wikipedia_files/wikipedia-tagline-en.svg	C:/My%20Web%20Sites/ktownwiki/file/C_/Users/Sam/Desktop/Karratha,%20Western%20Australia%20-%20Wikipedia_files/wikipedia-tagline-en.svg	(from )
13:29:02	976/976	--FM--	200	added ('OK')	application/webp		file://C:/Users/Sam/Desktop/Karratha,%20Western%20Australia%20-%20Wikipedia_files/WMA_button2b.png.webp	C:/My%20Web%20Sites/ktownwiki/file/C_/Users/Sam/Desktop/Karratha,%20Western%20Australia%20-%20Wikipedia_files/WMA_button2b.png.webp	(from )
13:29:02	103099/103099	--FM--	200	added ('OK')	image/png		file://C:/Screenshot%202025-08-09%20130305.png	C:/My%20Web%20Sites/ktownwiki/file/C_/Screenshot%202025-08-09%20130305.png	(from )
13:29:02	43494/43494	--FM--	200	added ('OK')	image/png		file://C:/Screenshot%202025-08-08%20214654.png	C:/My%20Web%20Sites/ktownwiki/file/C_/Screenshot%202025-08-08%20214654.png	(from )
13:29:02	444356/444356	--FM--	200	added ('OK')	image/png		file://C:/Users/Sam/Pictures/Screenshots/Screenshot%202025-08-09%20001537.png	C:/My%20Web%20Sites/ktownwiki/file/C_/Users/Sam/Pictures/Screenshots/Screenshot%202025-08-09%20001537.png	(from )
13:29:02	202/202	--FM--	200	added ('OK')	application/webp		file://C:/Users/Sam/Desktop/Karratha,%20Western%20Australia%20-%20Wikipedia_files/OOjs_UI_icon_edit-ltr-progressive.svg.webp	C:/My%20Web%20Sites/ktownwiki/file/C_/Users/Sam/Desktop/Karratha,%20Western%20Australia%20-%20Wikipedia_files/OOjs_UI_icon_edit-ltr-progressive.svg.webp	(from )
13:29:02	608/608	--FM--	200	added ('OK')	application/webp		file://C:/Users/Sam/Desktop/Karratha,%20Western%20Australia%20-%20Wikipedia_files/Commons-logo.svg_002.webp	C:/My%20Web%20Sites/ktownwiki/file/C_/Users/Sam/Desktop/Karratha,%20Western%20Australia%20-%20Wikipedia_files/Commons-logo.svg_002.webp	(from )
13:29:02	906899/906899	--FM--	200	added ('OK')	image/png		file://C:/0e5295ab-12bc-4e34-a6ec-65e1fc9cd3bc.png	C:/My%20Web%20Sites/ktownwiki/file/C_/0e5295ab-12bc-4e34-a6ec-65e1fc9cd3bc.png	(from )
13:29:02	862/862	--FM--	200	added ('OK')	application/webp		file://C:/Users/Sam/Desktop/Karratha,%20Western%20Australia%20-%20Wikipedia_files/Flag_of_Western_Australia.svg.webp	C:/My%20Web%20Sites/ktownwiki/file/C_/Users/Sam/Desktop/Karratha,%20Western%20Australia%20-%20Wikipedia_files/Flag_of_Western_Australia.svg.webp	(from )
13:29:02	1245543/1245543	--FM--	200	added ('OK')	image/png		file://C:/Users/Sam/Downloads/122121%20-%20SoyBooru.png	C:/My%20Web%20Sites/ktownwiki/file/C_/Users/Sam/Downloads/122121%20-%20SoyBooru.png	(from )
13:29:02	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2009%20Aug%202025%2005:14:16%20GMT	https://en.wikipedia.org/wiki/Special:CentralAutoLogin/start?type=1x1&usesul3=1	C:/My%20Web%20Sites/ktownwiki/en.wikipedia.org/wiki/Special_CentralAutoLogin/start.a4fba.delayed	(from )
13:29:03	3517/3517	--FM--	200	added ('OK')	image/svg+xml		file://C:/Users/Sam/Desktop/Karratha,%20Western%20Australia%20-%20Wikipedia_files/mediawiki_compact.svg	C:/My%20Web%20Sites/ktownwiki/file/C_/Users/Sam/Desktop/Karratha,%20Western%20Australia%20-%20Wikipedia_files/mediawiki_compact.svg	(from )
13:29:03	742/742	--FM--	200	added ('OK')	image/svg+xml		file://C:/Users/Sam/Desktop/Karratha,%20Western%20Australia%20-%20Wikipedia_files/wikimedia.svg	C:/My%20Web%20Sites/ktownwiki/file/C_/Users/Sam/Desktop/Karratha,%20Western%20Australia%20-%20Wikipedia_files/wikimedia.svg	(from )
13:29:03	53/53	---M--	200	added ('OK')	text/plain	etag:da12dc18910d62f6850b0676dc309ee7	https://upload.wikimedia.org/robots.txt		(from )
13:29:04	5290/5290	---M-Z	200	added ('OK')	text/plain	date:Tue,%2005%20Aug%202025%2010:03:53%20GMT	https://en.m.wikipedia.org/robots.txt		(from )
13:29:05	5290/5290	---M-Z	200	added ('OK')	text/plain	date:Tue,%2005%20Aug%202025%2010:03:53%20GMT	https://en.wikipedia.org/robots.txt		(from )
13:29:06	130/130	---M-Z	200	added ('OK')	text/plain	date:Sat,%2009%20Aug%202025%2005:29:07%20GMT	https://creativecommons.org/robots.txt		(from )
13:29:06	4386/4386	---M-Z	200	added ('OK')	text/plain	date:Tue,%2005%20Aug%202025%2010:03:53%20GMT	https://meta.wikimedia.org/robots.txt		(from )
